titol,preu,venedor,label,catalog_number,media_condition,sleeve_condition,rating,shipped_from,link
"Theo Parrish, Maurissa Rose - Free Myself / The Truth (7"")",£14.00,Dobshizzle,Sound Signature,"SSv090 a/b, SSV90a/b","Very Good Plus (VG+)

                    



                                                Will show some signs that it was played and otherwise handled by a previous owner who took good care of it",Very Good Plus (VG+),4.80,Ships From:United Kingdom,https://www.discogs.com/sell/item/2982853631
"Cratere Centrale - Excursions Vol​.​2 (7"", Ltd)",€10.50,cinquanta_cinque,Roots Underground Records,RU013V,"Mint (M)

                    



                                                Absolutely perfect in every way",Near Mint (NM or M-),4.80,Ships From:Italy,https://www.discogs.com/sell/item/3906107227
"François Jeanneau - Une Bien Curieuse Planète (LP, Album, RE, RM)",$36.98,giantleech,SouffleContinu Records,FFL076,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.62,Ships From:United States,https://www.discogs.com/sell/item/2492122568
"Stanislas Tohon* - Owhaaou ! (12"", EP)",$36.98,giantleech,Hot Casa Records,HC 77,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.40,Ships From:United States,https://www.discogs.com/sell/item/3712591363
Various - Slow (Motion And Movement) (LP),$39.98,giantleech,Be With Records,BEWITH135LP,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:United States,https://www.discogs.com/sell/item/2807713288
"Giovanni Di Domenico - Succo Di Formiche (LP, Album)",£12.51,nuggetninja,Unseen Worlds,UW047LP,"Very Good Plus (VG+)

                    



                                                Will show some signs that it was played and otherwise handled by a previous owner who took good care of it",Very Good (VG),N/A,Ships From:United Kingdom,https://www.discogs.com/sell/item/3223965652
"Don Blackman - Say You'll Be Mine (7"")",$20.75,HandsomeZacksRecords,Mr Bongo,MRB7211,"Mint (M)

                    



                                                Absolutely perfect in every way",Near Mint (NM or M-),4.74,Ships From:United States,https://www.discogs.com/sell/item/2891389870
"Abdur Razzaq & Rafiyq A. Muhammad - The Night Of Power (Laylatu'l Qadri) (LP, Album, RE)",CHF35.11,FlonRecords,Séance Centre,27SC,"Near Mint (NM or M-)

                    



                                                A nearly perfect record",Near Mint (NM or M-),4.88,Ships From:Switzerland,https://www.discogs.com/sell/item/3422790177
"Bill Brewster - After Dark (Vespertine) (2xLP, Comp, Ltd, Red)",£27.95,ResolutionRecords_UK,LateNightTales,ALNLP69,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.60,Ships From:United Kingdom,https://www.discogs.com/sell/item/3844657126
"Ian Ash & Ella May (3) / Jessie Wagner & Fostin Meet Ian Ash - ""The Boogievision"" Of Ian Ash (12"", EP)",£9.70,ResolutionRecords_UK,Boogie Butt,BBR-021,"Very Good Plus (VG+)

                    



                                                Will show some signs that it was played and otherwise handled by a previous owner who took good care of it",Very Good Plus (VG+),4.13,Ships From:United Kingdom,https://www.discogs.com/sell/item/3722446105
"Isabelle Antena - En Cavale (2xLP, Album, RE)",€30.00,Freakdelicatelier,Numero Group,192,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.33,Ships From:Italy,https://www.discogs.com/sell/item/2810921143
"Larry Manteca - Ufo Bossa (7"")",€30.00,Freakdelicatelier,Four Flies Records,FLIES 45-45,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.86,Ships From:Italy,https://www.discogs.com/sell/item/3681277924
"Johnny Lamas - Danza Cosmica (LP, Album, RE)",CHF31.91,FlonRecords,TrueClass Records,TC LP 002,"Near Mint (NM or M-)

                    



                                                A nearly perfect record",Near Mint (NM or M-),4.89,Ships From:Switzerland,https://www.discogs.com/sell/item/3424024707
"Polyphia - Remember That You Will Die (LP, Album, S/Edition, Bla)",$60.00,deftoner50,Rise Records Inc.,RISE 502-13,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.44,Ships From:United States,https://www.discogs.com/sell/item/3899612341
"Lori Vambe - Space-Time Dreamtime: The Four-Dimensional Music Of Lori Vambe (LP, Album, RE, RM + LP, Album, RE, RM + Box, Comp,)",£37.98,globalgroove.co.uk,Strut,"STRUT340LP, STRUT340LP1, STRUT340LP2, DRUM 1, none","Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:United Kingdom,https://www.discogs.com/sell/item/2751960346
"The Cinematic Orchestra - Every Day (3xLP, Album, Dlx, Ltd, RE, Red)",£32.98,globalgroove.co.uk,Ninja Tune,ZEN 59XX,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.70,Ships From:United Kingdom,https://www.discogs.com/sell/item/3813419474
"Speakers Corner Quartet - Further Out Than The Edge (2xLP, Album, Ltd, Cle)",£27.26,globalgroove.co.uk,OTIH Records,OTIH001LPC,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.56,Ships From:United Kingdom,https://www.discogs.com/sell/item/3535090646
Robert Hood & Femi Kuti - Variations (LP),£25.98,globalgroove.co.uk,M-Plant,"MPM45, M.PM45","Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.89,Ships From:United Kingdom,https://www.discogs.com/sell/item/3537769376
"Bill Brewster - After Dark (Vespertine) (2xLP, Comp, Ltd, Red)",£26.48,globalgroove.co.uk,LateNightTales,ALNLP69,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.60,Ships From:United Kingdom,https://www.discogs.com/sell/item/3402045612
"Joe Armon-Jones & Maxwell Owin - Archetype (2xLP, Album)",£20.98,globalgroove.co.uk,Aquarii Records,AQU006LP,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.71,Ships From:United Kingdom,https://www.discogs.com/sell/item/3457718703
"Arooj Aftab, Vijay Iyer, Shahzad Ismaily - Love In Exile (2xLP)",£17.98,globalgroove.co.uk,Verve Records,B0037176-01,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.45,Ships From:United Kingdom,https://www.discogs.com/sell/item/3773519250
"Stefano De Santis (3) - A Kind Of Prayer EP (12"", EP)",£16.48,globalgroove.co.uk,Colin Curtis Presents,CCP08,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:United Kingdom,https://www.discogs.com/sell/item/2721243469
"GeeW - Supernova EP (12"", EP)",£16.48,globalgroove.co.uk,Colin Curtis Presents,CCP07,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:United Kingdom,https://www.discogs.com/sell/item/3742379914
"Ray Barretto / The Dells / Jimmy ""Bo"" Horne - Pastime / Paper / Spank (12"", W/Lbl)",£15.23,globalgroove.co.uk,Respect (6),none,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.67,Ships From:United Kingdom,https://www.discogs.com/sell/item/3844530835
"Lady Blackbird - Remix Dubplate #002 (7"", Gre)",£15.22,globalgroove.co.uk,Foundation Music (6),FMPLB003,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.71,Ships From:United Kingdom,https://www.discogs.com/sell/item/3180246485
"Unknown Artist - Everything You're About To Hear Is True 2 (12"")",£14.12,globalgroove.co.uk,Everything You're About To Hear Is True,EVERYTHING002,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.45,Ships From:United Kingdom,https://www.discogs.com/sell/item/2564804922
"Jazz N Palms - Jazz N Palms 07 (12"")",£14.17,globalgroove.co.uk,Jazz N Palms,JNP07,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:United Kingdom,https://www.discogs.com/sell/item/2554029900
"King Edi K - High Fever (LP, Album)",€33.00,Move.On,Matanga Records,002,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.71,Ships From:Italy,https://www.discogs.com/sell/item/3906019150
"Tiombé Lockhart* Feat. Georgia Anne Muldrow - An Osirian Dream (12"", EP)",€19.00,Move.On,Mother Tongue Records (2),MT19015,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),5.00,Ships From:Italy,https://www.discogs.com/sell/item/3906016420
"Don Cherry, Jean Schwarz - Roundtrip (1977) (Live at Théâtre Récamier, Paris) (LP, Album)",€33.00,Move.On,Transversales Disques,TRS26,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.67,Ships From:Italy,https://www.discogs.com/sell/item/3906016345
"Ulf Ivarsson, Bill Laswell - Nammu (LP, Album)",€29.89,groovesland,Ropeadope,RAD-665V,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.00,Ships From:Germany,https://www.discogs.com/sell/item/3849369253
"Bandler Ching - Coaxial (LP, Album)",€36.89,groovesland,Sdban Ultra,SDBANULP30,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.50,Ships From:Germany,https://www.discogs.com/sell/item/3861002734
"Cymande - Second Time Round (LP, Album, Ltd, RE, Gre)",€33.33,Discosbabel-oeste,Partisan Records,PTKF3026-3,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.60,Ships From:Spain,https://www.discogs.com/sell/item/3814603436
"Honeysweet - Exodus (2x12"")",£19.00,fernandorey,Vega Records,VR216,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.91,Ships From:United Kingdom,https://www.discogs.com/sell/item/2779610050
"Sinéad O'Connor - Am I Not Your Girl? (LP, Album, RE)",$28.69,Revolution_Rock,Ensign,CHEN 26,"Mint (M)

                    



                                                Absolutely perfect in every way",Near Mint (NM or M-),4.61,Ships From:United States,https://www.discogs.com/sell/item/2859467890
"Sinéad O'Connor - Am I Not Your Girl? (LP, Album, RE)",$28.69,Revolution_Rock,Ensign,CHEN 26,"Mint (M)

                    



                                                Absolutely perfect in every way",Near Mint (NM or M-),4.61,Ships From:United States,https://www.discogs.com/sell/item/2859467923
"Madlib - Shades Of Blue (Madlib Invades Blue Note) (2xLP, Album, RE, 180)",$49.20,ziggy...records,Blue Note,"5507723, 00602455077233","Mint (M)

                    



                                                Absolutely perfect in every way",Near Mint (NM or M-),4.67,Ships From:United States,https://www.discogs.com/sell/item/3905830960
"Lonnie Holley - Oh Me Oh My (LP, Album, Cle)",$30.50,ziggy...records,Jagjaguwar,"JAG437, JAG437LP-C1","Mint (M)

                    



                                                Absolutely perfect in every way",Near Mint (NM or M-),4.22,Ships From:United States,https://www.discogs.com/sell/item/3905845762
"Swingrowers - Remote (LP, Album, Ltd, Whi)",£20.99,kudosrecords.co.uk,Freshly Squeezed Music,ZESTLP070,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),N/A,Ships From:United Kingdom,https://www.discogs.com/sell/item/3905802721
"Hot Mustard - Seconds (LP, Album)",$19.50,cyclotronic,Color Red,MUST102,"Near Mint (NM or M-)

                    



                                                A nearly perfect record",Very Good Plus (VG+),5.00,Ships From:United States,https://www.discogs.com/sell/item/3428558151
"Patrick Shiroishi - I was too young to hear silence (LP, Album, Reg)",€37.88,Lot.Of.Music,American Dreams Records,70ADR,"Mint (M)

                    



                                                Absolutely perfect in every way",Mint (M),4.80,Ships From:Netherlands,https://www.discogs.com/sell/item/3870340735
